Id;Candidat;Créé par;Date de création;Traité par;Date de traitement;Message de l'admin;Votes;Votes de notes;Nombre de participants
354658;gibet;patricia.moitrel;2024-03-29;blandine.nouvel;2024-04-09;;0;0;2
354655;redoute;remi.ancel;2024-03-28;blandine.nouvel;2024-04-11;terme validé;0;0;1
354652;caféière;emmanuelle.bryas;2024-03-28;blandine.nouvel;2024-04-11;merci.;0;0;0
354653;tranchée militaire;biph@mnhn.fr;2024-03-28;blandine.nouvel;2024-04-16;validé avec quelques modifications.;0;0;6
354656;lazaret;soline.moriniere;2024-03-28;blandine.nouvel;2024-04-11;merci;0;0;1
354647;Salpêtrien ancien;Isabelle BALY;2024-03-20;blandine.nouvel;2024-04-09;Terme ajouté en variante de Salpêtrien.;1;0;1
354644;embryologie;biph@mnhn.fr;2024-03-06;blandine.nouvel;2024-04-09;Merci;0;0;3
354641;âge des Vikings;manleparc;2024-02-27;blandine.nouvel;2024-02-27;Proposition acceptée. Merci.;0;0;0
354640;cathèdre;aurelie.devillechaise-Gmail;2024-02-27;blandine.nouvel;2024-03-05;;1;0;2
354639;naturaliste;biph@mnhn.fr;2024-02-22;blandine.nouvel;2024-02-27;Proposition validée. Merci;0;0;0
354634;zootechnie;biph@mnhn.fr;2024-02-21;blandine.nouvel;2024-03-05;Concept inséré, Merci !;1;0;0
354638;physiologie;biph@mnhn.fr;2024-02-21;blandine.nouvel;2024-02-27;Proposition acceptée. Merci.;0;0;0
354633;pont-aqueduc;justine.vincent;2024-02-20;blandine.nouvel;2024-03-15;merci !;0;0;1
354632;fontaine sur pied;justine.vincent;2024-02-13;blandine.nouvel;2024-02-15;;0;0;0
354631;fontaine sur source;justine.vincent;2024-02-13;blandine.nouvel;2024-02-15;;0;0;0
354597;quinaire;anais.mauriceau;2024-01-23;blandine.nouvel;2024-02-14;;0;0;3
354586;culture paracas;juliette.testard;2023-12-22;blandine.nouvel;2024-06-21;;0;0;0
354591;culture tumaco;juliette.testard;2023-12-22;blandine.nouvel;2024-06-21;;0;0;0
354590;culture muisca;juliette.testard;2023-12-22;blandine.nouvel;2024-06-21;;0;0;0
354589;culture tairona;juliette.testard;2023-12-22;blandine.nouvel;2024-06-21;;0;0;1
354588;culture chimú;juliette.testard;2023-12-22;blandine.nouvel;2024-06-21;;0;0;0
354587;culture vicus;juliette.testard;2023-12-22;blandine.nouvel;2024-06-21;;0;0;0
354583;culture chavín;juliette.testard;2023-12-21;blandine.nouvel;2024-06-21;;0;0;0
354585;culture tiawanaku;juliette.testard;2023-12-21;blandine.nouvel;2024-06-21;;0;0;0
354584;culture wari;juliette.testard;2023-12-21;blandine.nouvel;2024-06-21;;0;0;0
354581;combat;Guillaume.Reich;2023-12-19;justine.vincent;2024-03-19;;0;0;3
354582;technique de combat;Guillaume.Reich;2023-12-19;justine.vincent;2024-02-20;;0;0;3
354580;frette (fourreau);Guillaume.Reich;2023-12-15;justine.vincent;2024-03-19;;0;0;7
354579;pergola (architecture religieuse);aurelie.devillechaise-Gmail;2023-12-07;blandine.nouvel;2024-02-13;;0;0;4
354578;plaque funéraire;aurelie.devillechaise-Gmail;2023-12-07;blandine.nouvel;2024-02-27;Accepté ! merci.;0;1;3
354576;vaisselle en étain;justine.vincent;2023-11-21;justine.vincent;2023-11-28;null;3;0;3
354575;carporeste;justine.vincent;2023-11-16;justine.vincent;2023-11-28;;3;0;0
354574;coquille Saint-Jacques;patricia.moitrel;2023-11-15;justine.vincent;2023-11-28;;2;0;1
354573;mâchicoulis;justine.vincent;2023-11-10;blandine.nouvel;2023-11-28;;1;1;2
354562;téphra;justine.vincent;2023-11-10;blandine.nouvel;2023-11-28;;0;0;0
354570;bastide (ville);justine.vincent;2023-11-10;justine.vincent;2024-03-15;;2;0;0
354563;os brûlé;justine.vincent;2023-11-10;blandine.nouvel;2024-03-05;Merci.;0;0;2
354561;stucture à pierres chauffées;justine.vincent;2023-11-10;justine.vincent;2024-03-19;;0;0;4
354568;fosse polylobée;justine.vincent;2023-11-10;blandine.nouvel;2023-12-05;;0;0;1
354566;zoonose;justine.vincent;2023-11-10;blandine.nouvel;2023-12-05;;0;0;0
354565;épizootie;justine.vincent;2023-11-10;blandine.nouvel;2023-12-05;;0;0;2
354569;orthophotographie;justine.vincent;2023-11-10;blandine.nouvel;2023-11-28;;0;0;2
354572;talweg;justine.vincent;2023-11-10;blandine.nouvel;2024-04-20;;0;0;1
354542;Roucadourien;Isabelle BALY;2023-11-03;blandine.nouvel;2024-06-11;;1;0;2
354530;Néolithique ancien Centre-Atlantique;Isabelle BALY;2023-11-03;blandine.nouvel;2024-06-11;;1;0;2
354556;Terrinien;Isabelle BALY;2023-11-03;blandine.nouvel;2024-06-11;;0;0;1
354548;Salpêtrien;Isabelle BALY;2023-11-03;justine.vincent;2024-04-09;;1;0;1
354513;groupe d'Entzheim;Isabelle BALY;2023-10-24;blandine.nouvel;2024-04-05;;0;0;1
354499;Azilien ancien;Isabelle BALY;2023-10-06;blandine.nouvel;2024-03-21;;0;0;0
354501;Azilien récent;Isabelle BALY;2023-10-06;blandine.nouvel;2024-03-21;;0;0;0
354502;groupe de Balloy;Isabelle BALY;2023-10-06;blandine.nouvel;2023-10-10;;0;0;0
354500;Azilien moyen;Isabelle BALY;2023-10-06;blandine.nouvel;2023-10-10;;0;0;0
354490;Ausques;gregoire.meylan;2023-10-02;blandine.nouvel;2023-10-03;Accepté mais étoffer la définition.;0;0;0
354489;restitution des biens culturels;anais.mauriceau;2023-09-26;blandine.nouvel;2023-10-03;accepté;0;0;2
354480;support-reliquaire;aurelie.devillechaise-Gmail;2023-09-11;blandine.nouvel;2023-09-19;;0;0;1
354474;chambranle;aurelie.devillechaise-Gmail;2023-09-07;blandine.nouvel;2023-10-03;;0;0;2
354475;abaque;aurelie.devillechaise-Gmail;2023-09-07;blandine.nouvel;2024-02-13;;0;0;1
354477;fût de colonne;aurelie.devillechaise-Gmail;2023-09-07;blandine.nouvel;2023-09-19;;0;0;1
354478;cuve de sarcophage;aurelie.devillechaise-Gmail;2023-09-07;blandine.nouvel;2023-09-19;;0;0;1
354479;couvercle de sarcophage;aurelie.devillechaise-Gmail;2023-09-07;blandine.nouvel;2023-09-19;;0;0;1
354476;imposte;aurelie.devillechaise-Gmail;2023-09-07;blandine.nouvel;2023-10-03;;0;0;1
354470;ambon;aurelie.devillechaise-Gmail;2023-09-06;blandine.nouvel;2023-10-03;;0;0;2
354469;ciborium;aurelie.devillechaise-Gmail;2023-09-06;blandine.nouvel;2023-10-03;;0;0;0
354468;devant d'autel;aurelie.devillechaise-Gmail;2023-09-06;blandine.nouvel;2023-09-19;;0;0;2
354467;table d'autel;aurelie.devillechaise-Gmail;2023-09-06;blandine.nouvel;2023-09-19;;0;0;2
354471;meneau;aurelie.devillechaise-Gmail;2023-09-06;blandine.nouvel;2023-10-03;;0;0;0
354473;claveau;aurelie.devillechaise-Gmail;2023-09-06;blandine.nouvel;2023-10-03;repositionnement en TS de parties structurelles d'entités matérielles, Facette éléments du mur;0;0;0
354472;claustra;aurelie.devillechaise-Gmail;2023-09-06;blandine.nouvel;2023-10-03;repositionné en TS de  entités matérielles > parties structurelles d'entités matérielles > ouverture;0;0;0
354466;semi-méplat;aurelie.devillechaise;2023-09-04;blandine.nouvel;2023-09-08;validé avec révision de la définition;0;0;5
354461;soliferrum;blandine.nouvel;2023-07-21;blandine.nouvel;2023-07-25;validé le 27/07/23;0;0;0
354457;ripe;aurelie.devillechaise;2023-07-18;blandine.nouvel;2023-07-18;validé le 18/07/23;0;0;0
354456;marteau taillant;aurelie.devillechaise;2023-07-18;blandine.nouvel;2023-07-18;validé le 18/07/2023;0;0;0
354454;broche (outil);aurelie.devillechaise;2023-07-18;blandine.nouvel;2023-07-18;Validé en séance le 18/7/23. A revoir : les traductions;0;0;0
354455;gradine;aurelie.devillechaise;2023-07-18;blandine.nouvel;2023-07-18;validé le 18/7/23;0;0;0
354449;Bronze final II a;Isabelle BALY;2023-07-10;blandine.nouvel;2024-06-14;Ajout d'une définition prise partiellement dans Perio.do.;0;0;0
354450;Bronze final II b;Isabelle BALY;2023-07-10;blandine.nouvel;2024-06-14;Ajout d'une définition prise partiellement de Perio.do;0;0;0
354451;Bronze final III a;Isabelle BALY;2023-07-10;blandine.nouvel;2024-06-14;Ajout d'une définition prise partiellement dans Perio.do;0;0;0
354452;Bronze final III b;Isabelle BALY;2023-07-10;blandine.nouvel;2024-06-14;Ajout d'une définition prise partiellement de Perio.do.;0;0;0
354444;cheville (fixation);patricia.rifa;2023-06-22;remi.ancel;2023-07-04;;0;0;1
354441;pierre de seuil;patricia.rifa;2023-06-21;remi.ancel;2023-07-04;;0;0;0
354440;crapaudine;patricia.rifa;2023-06-21;remi.ancel;2023-07-04;;0;0;0
354442;piédroit;patricia.rifa;2023-06-21;remi.ancel;2023-07-25;;0;0;1
354438;cabochon;patricia.rifa;2023-06-20;blandine.nouvel;2023-06-21;Accepté avec position différente de celles proposées;0;0;1
354439;vase à filtre;patricia.rifa;2023-06-20;blandine.nouvel;2023-06-20;validé, en TS de récipient culinaire.;0;0;1
354436;Laborien;anais.mauriceau;2023-06-13;blandine.nouvel;2023-11-07;concept créé en TS de cultures de l'Épipaléolithique-Mésolithique;0;0;0
354429;céramique à décor au lustre métallique;patricia.moitrel;2023-05-17;justine.vincent;2023-10-03;accepté le 03/10/2023;2;0;8
354428;tour-lanterne;blandine.nouvel;2023-05-17;blandine.nouvel;2023-06-13;;1;0;3
354427;minute de terrain;justine.vincent;2023-05-16;blandine.nouvel;2023-07-26;Validé le 25/07/2023.  Traductions à compléter;2;0;4
354426;impluvium;remi.ancel;2023-04-26;blandine.nouvel;2023-05-02;;0;0;0
354424;jubé;remi.ancel;2023-04-26;justine.vincent;2024-01-30;validé le 05/09/2023;1;0;2
354422;guerres de Religion;remi.ancel;2023-04-26;blandine.nouvel;2023-05-11;;0;0;0
354425;architecture vernaculaire;remi.ancel;2023-04-26;remi.ancel;2023-05-16;;0;0;0
354423;contrefort;remi.ancel;2023-04-26;blandine.nouvel;2023-05-02;;1;0;0
354408;molasse;justine.vincent;2023-04-18;blandine.nouvel;2023-04-19;validé le 18/04/23. TG roche détritique, TA matériau de construction.;0;0;0
354416;bec (lithique);justine.vincent;2023-04-18;justine.vincent;2023-05-24;;1;0;3
354413;substrat (géologie);justine.vincent;2023-04-18;blandine.nouvel;2023-05-02;;0;0;1
354412;bassin-versant;justine.vincent;2023-04-18;blandine.nouvel;2023-04-19;"Validé le 18/04/23 avec ces modifications :
Renommer ""bassin versant"". Définition : ""Zone géographique de collecte des eaux de surface par un cours d'eau et ses affluents, limité à l'amont par une ligne de partage des eaux qui correspond souvent, mais pas toujours, à une ligne de crête. (Wikipédia)";0;0;1
354409;ruisseau;justine.vincent;2023-04-18;blandine.nouvel;2023-04-18;Validé le 18/04/23. Complété des altLabels;0;0;0
354401;Histoires (Polybe);sophie.kielwasser;2023-03-13;blandine.nouvel;2024-03-15;;0;0;0
354402;Oenotriens;sophie.kielwasser;2023-03-13;blandine.nouvel;2024-03-15;;0;0;0
354397;Lexoviens;justine.vincent;2023-03-02;blandine.nouvel;2024-03-15;;1;0;0
354399;Chacobo;justine.vincent;2023-03-02;blandine.nouvel;2024-06-18;;1;0;2
354395;Calètes;justine.vincent;2023-03-02;blandine.nouvel;2024-03-15;;1;0;0
354396;Calchaqui;justine.vincent;2023-03-02;blandine.nouvel;2024-02-13;;1;0;4
354398;Carpétans;justine.vincent;2023-03-02;blandine.nouvel;2024-03-15;;1;0;0
354394;Althée;justine.vincent;2023-03-02;blandine.nouvel;2024-03-15;;0;0;0
354392;synédrion;justine.vincent;2023-03-01;blandine.nouvel;2023-05-02;;0;0;0
354387;Balbus (mensor);patricia.moitrel;2023-02-28;blandine.nouvel;2024-03-22;Concept Inséré le 2/5/23. Mettre à jour le CCI. Merci de terminer le nettoyage du CCI, les alignements, les traductions;0;0;5
354386;âge de Vendel;gregoire.meylan;2023-02-24;blandine.nouvel;2023-03-15;validé en séance le 13/3/23;0;0;2
354382;culture de Butmir;justine.vincent;2023-02-13;justine.vincent;;;0;0;1
354381;Belloisien;justine.vincent;2023-02-13;justine.vincent;2024-03-21;;0;0;1
354376;Arawaks;justine.vincent;2023-02-13;justine.vincent;2024-03-15;;0;0;1
354378;Eburovices;justine.vincent;2023-02-13;justine.vincent;2024-03-15;;0;0;1
354374;Aïnous;justine.vincent;2023-02-13;justine.vincent;2024-03-15;;0;0;1
354373;culture de Monte Claro;justine.vincent;2023-02-13;justine.vincent;;;0;0;1
354372;Culture d'Abealzu-Filigosa;justine.vincent;2023-02-13;justine.vincent;;;0;0;1
354379;Aurunces;justine.vincent;2023-02-13;justine.vincent;2023-02-13;;0;0;1
354371;culture de Wielbark;justine.vincent;2023-02-13;justine.vincent;2023-02-13;;0;0;2
354377;culture d'Arras;justine.vincent;2023-02-13;justine.vincent;;;0;0;1
354380;Bakhtiaris;justine.vincent;2023-02-13;justine.vincent;2024-03-15;;0;0;1
354375;Algonquins;justine.vincent;2023-02-13;justine.vincent;2024-03-15;;0;0;1
354364;abdication;justine.vincent;2023-02-08;justine.vincent;;;0;0;1
354362;récif corallien;justine.vincent;2023-02-08;blandine.nouvel;2023-06-02;validé. Inséré dans les étendues spatiales. TA sur atoll;0;0;2
354363;atoll;justine.vincent;2023-02-08;justine.vincent;;;0;0;1
354358;laiterie;remi.ancel;2023-02-02;justine.vincent;;;0;0;1
354350;dynastie Pala;momfaure;2023-01-31;blandine.nouvel;2024-05-28;validé en séance du 13/03/23;0;0;0
354349;clavicule;remi.ancel;2023-01-30;justine.vincent;;;0;0;1
354348;insurrection paysanne;remi.ancel;2023-01-30;remi.ancel;;;0;0;1
354136;échauguette;remi.ancel;2023-01-26;blandine.nouvel;2023-03-15;;0;0;1
354135;toichographologie;remi.ancel;2023-01-24;blandine.nouvel;2023-03-13;Simplification de la définition;0;0;0
354133;tuberculose;patricia.moitrel;2023-01-18;justine.vincent;;;0;0;0
354130;Piânkhy;jerome.gonzalez;2023-01-16;blandine.nouvel;2024-04-26;;0;0;0
354131;souris;jerome.gonzalez;2023-01-16;justine.vincent;;;0;0;1
354129;tirage en plâtre;sarah.tournon;2023-01-11;blandine.nouvel;2023-03-14;Le terme adopté par les spécialistes (réseau des gypsothèques) est tirage en plâtre, prefLabel adopté. Moulage (objet) et épreuve sont ajoutés en variante.;0;0;1
354127;Discours (Isocrate);sophie.kielwasser;2022-12-20;blandine.nouvel;2024-03-15;;0;0;0
353550;culture de Jastorf;Guillaume.Reich;2022-08-31;blandine.nouvel;2023-03-17;Validé et inséré ! merci;0;0;3
353549;groupe de Gubin;Guillaume.Reich;2022-08-31;blandine.nouvel;2023-03-17;validé et inséré. Merci !;0;0;3
353548;épinicie;Guillaume.Reich;2022-08-31;blandine.nouvel;2023-03-15;Validé en séance du 13/3/2023;0;0;2
353536;commensalisme;justine.vincent;2022-08-22;blandine.nouvel;2023-04-25;validé avec l'ajout d'une NA;0;0;1
353535;typochronologie;blandine.nouvel;2022-08-22;blandine.nouvel;2023-05-23;;1;0;2
266860;logicisme;blandine.nouvel;2021-05-20;blandine.nouvel;2023-05-16;;2;0;2
265166;tilleul;miled.rousset;2020-09-29;blandine.nouvel;2023-05-23;;1;0;4
265165;triade domestique;miled.rousset;2020-09-29;blandine.nouvel;2023-01-09;;2;0;3
265163;signe réticulé;miled.rousset;2020-09-29;blandine.nouvel;2023-05-24;;2;0;4
265159;vide sanitaire;miled.rousset;2020-09-29;blandine.nouvel;2023-06-21;validé le 20/06/2023;0;0;2
265157;carex;miled.rousset;2020-09-29;blandine.nouvel;2023-06-21;validé le 20/06/2023 en TS de angiosperme;0;0;1
265156;lice;miled.rousset;2020-09-29;blandine.nouvel;2023-06-21;validé le 20/06/2023;1;0;2
265155;grand appareil;miled.rousset;2020-09-29;blandine.nouvel;2024-04-11;validé le 25/07/2023;2;0;2
265152;figure en trou de serrure;miled.rousset;2020-09-29;blandine.nouvel;2023-07-25;validé le 25/07/23;1;0;1
265151;face de débitage;miled.rousset;2020-09-29;blandine.nouvel;2020-09-29;validé le 25/07/23;0;0;2
265149;espace de circulation;miled.rousset;2020-09-29;blandine.nouvel;2023-07-25;validé le 25/07/2023;0;0;2
265146;encoche;miled.rousset;2020-09-29;justine.vincent;2023-03-27;vu le 22-03-2023;1;0;1
265145;dent de rateau;miled.rousset;2020-09-29;remi.ancel;2023-03-21;;0;0;1
265143;corniforme;miled.rousset;2020-09-29;justine.vincent;2023-09-05;validé le 05/09/2023;1;0;4
265142;corylaie;miled.rousset;2020-09-29;remi.ancel;2024-05-03;;0;0;1
265141;corps de bâtiment;miled.rousset;2020-09-29;remi.ancel;2023-06-14;;0;0;2
265139;colonge;miled.rousset;2020-09-29;justine.vincent;2023-09-05;validé le 05/09/2023;0;0;2
265137;liant;miled.rousset;2020-09-29;justine.vincent;2023-09-05;validé le 05/09/2023;0;0;3
265134;cage d’escalier;miled.rousset;2020-09-29;blandine.nouvel;2023-09-05;"terme rejeté. Mis en variante de ""escalier""";1;0;2
265130;philologie grecque;miled.rousset;2020-09-29;blandine.nouvel;2023-08-01;Combinaison refusée. Utiliser philologie + grec ancien ou grec moderne + époque X. Merci.;0;0;1
265129;boulevard d'artillerie;miled.rousset;2020-09-29;remi.ancel;2023-03-20;;0;0;1
265127;bident;miled.rousset;2020-09-29;remi.ancel;2020-09-29;;0;0;1
265126;Before Present (BP);miled.rousset;2020-09-29;remi.ancel;2023-08-01;;0;0;3
265124;balivage;miled.rousset;2020-09-29;remi.ancel;2023-03-20;;0;0;1
265122;mensiochronologie;miled.rousset;2020-09-29;remi.ancel;2023-03-21;;1;0;1
265117;bioarchéologie;miled.rousset;2020-09-29;blandine.nouvel;2023-05-23;;0;0;3
265115;Hymnes delphiques;miled.rousset;2020-09-29;remi.ancel;2024-03-15;A renommer hymne delphique;1;0;2
265112;dynastie Song;miled.rousset;2020-09-29;remi.ancel;2024-05-29;;1;0;1
265110;marae;miled.rousset;2020-09-29;remi.ancel;2024-03-20;;1;0;1
265109;veuf;miled.rousset;2020-09-29;remi.ancel;2023-03-21;;1;0;2
265108;Enlil-Kudurri-usur;miled.rousset;2020-09-29;remi.ancel;2024-03-15;;2;0;1
265107;Ninurta-Apil-Ekur;miled.rousset;2020-09-29;remi.ancel;2020-09-29;;2;0;1
265106;Gimil-Ninurta;miled.rousset;2020-09-29;remi.ancel;2024-03-15;;2;0;1
265099;période du Second Temple;miled.rousset;2020-09-29;blandine.nouvel;2023-01-09;"à renommer ""période du Second Temple""";0;0;1
265095;Mannu-ki-Aššur;miled.rousset;2020-09-29;blandine.nouvel;2020-09-29;;0;0;2
