15	150791			Premier concile de Constantinople																													First Council of Constantinople(en)	مجمع القسطنطينية الأول(ar)					Deuxième concile œcuménique de l'histoire du christianisme après celui de Nicée, il est convoqué de mai à juillet 381, par l'empereur Théodose Ier. Ce concile rappela le credo du symbole de Nicée et complèta l'article sur l'Esprit-Saint. Il anathématisa également toutes les hérésies qui s'étaient développées durant la controverse arienne : Eunomiens, Anoméens, Ariens, Sabellianistes, Marceliens, Apollinaristes. (ES d'après Wikipédia)	
16	177638		Contre-Réforme																																					
17	30091		Crise du troisième siècle																														crisi del III secolo(it)	crisis del siglo III(es)	crisis of the 3rd century(en)	crisis van de derde eeuw(nl)	Krise des 3. Jahrhundert(de)	أزمة القرن الثالث(ar)		
18	20892		croisades														croisade																crociate(it)	crusades(en)	cruzadas(es)	Kreuzzüge(de)	kruistocht(nl)	الحروب الصليبية(ar)	Terme de regroupement : ne pas utiliser. (ES)	
19	177630			cinquième croisade																																			(1217-1221)	
20	177634			croisade des pastoureaux																																				
21	177627			deuxième croisade																																			(1147-1149)	
22	177633			huitième croisade																																			1270.	
23	177626			première croisade																																			(1096-1099)	
24	177629			quatrième croisade																																			(1202-1204)	
25	177632			septième croisade																																			1248-1254	
26	177631			sixième croisade																																			(1228-1229)	
27	177628			troisième croisade																																			(1189-1192)	
28	177625		guerres														guerre																						Terme de regroupement : ne pas utiliser.	
29	178433			Conflit israélo-arabe													Monde arabe	Israël															Arabisch-Israëlisch conflict(nl)	Arab–Israeli conflict(en)	conflicto árabe-israelí del pollo(es)	conflitto arabo-israeliano(it)	Nahostkonflikt(de)	الصراع العربي الإسرائيلي(ar)		
30	177809			Conflit israélo-palestinien													Israël	Palestine															conflicto israelí-palestino(es)	Israeli–Palestinian conflict(en)	Israelisch-Palästinensischer Konflikt(de)					
31	177962			Guerre d'Algérie						Guerre de libération nationale	Guerre d'indépendance algérienne	Révolution algérienne																					Algerian War(en)	Algerienkrieg(de)	Algerijnse Oorlog(nl)	Guerra d'Algeria(it)	Guerra de Independencia de Argelia(es)	ثورة التحرير الجزائرية(ar)	Conflit armé qui s'est déroulé de 1954 à 1962 en Algérie, colonie française depuis 1830, divisée en départements depuis 1848. L'aboutissement est la reconnaissance de l'indépendance du territoire le 5 juillet 1962 (Wikipédia).	
32	178434			Guerre d'Irak						Seconde guerre du Golfe							Irak																						Se déroule de 2003 à 2011.	
33	166487			Guerre de Cent Ans																													Guerra dei cent'anni(it)	Guerra de los Cien Años(es)	Hundertjähriger Krieg(de)	Hundred Years' War(en)				
34	14946			Guerre de Numance						Guerre numantine	Troisième guerre celtibère																						guerra numantina(es)	guerra numantina(it)	Numantijnse oorlog(nl)	Numantine War(en)	Numantinischer Krieg(de)	حرب نومنسيا(ar)	Guerre qui opposa, de 153 à 133 av. J.-C., Rome à la ville de Numance au Nord de l'Hispanie.    Malgré une résistance farouche, Numance fut finalement prise et détruite en 133 av. J.-C. par Scipion Émilien après un siège long et brutal. (Sources citées dans le texte : Appien, Plutarque, Schulten). (Wikipédia)	
35	14941			Guerre de Troie																													guerra de Troya(es)	guerra di Troia(it)	Trojaanse oorlog(nl)	Trojanischer Krieg(de)	Trojan War(en)	حرب طروادة(ar)	Conflit légendaire de la mythologie grecque, dont l'historicité est controversée... Étant donné l'incertitude qui règne autour de la réalité de cet épisode, il est évident que toute datation revêt un caractère hasardeux. De nombreuses dates ont été proposées depuis l'Antiquité, toutes situées aux alentours du XIIe siècle av. J.-C. (Wikipédia)	
36	14942			Guerre des Gaules													César																Gallic Wars(en)	Gallische oorlogen(nl)	Gallischer Krieg(de)	guerra de las Galias(es)	guerra gallica(it)	حرب بلاد الغال(ar)		
37	178435			Guerre du Golfe Persique						Première guerre du golfe							Irak																Golfoorlog van 1990-1991(nl)	guerra del Golfo(it)	Guerra del Golfo(es)	Gulf War(en)	Zweiter Golfkrieg(de)	حرب الخليج الثانية(ar)	La guerre du Golfe est un conflit qui oppose, du 2 août 1990 au 28 février 1991, l'Irak à une coalition de 35 États, dirigée par les États-Unis à la suite de l'invasion et l'annexion du Koweït par l'Irak. (WP le 24/10/18)	
38	246198			Guerre du Liban (1975-1990)																													Guerra civile in Libano(it)	Guerra civil libanesa(es)	Lebanese Civil War(en)	Libanese Burgeroorlog(nl)	Libanesischer Bürgerkrieg(de)	الحرب الأهلية اللبنانية(ar)		
39	14943			Guerre du Péloponnèse																													guerra del Peloponeso(es)	guerra del Peloponneso(it)	Peloponnesische oorlog(nl)	Peloponnesischer Krieg(de)	War of the Peloponnese(en)	حرب البيليبونيز(ar)	Conflit qui oppose la ligue de Délos, menée par Athènes, et la ligue du Péloponnèse, sous l'hégémonie de Sparte. Le déroulement du conflit est principalement connu à travers les récits qu'en ont fait Thucydide et Xénophon. Provoquée par trois crises successives en peu de temps, la guerre est cependant principalement causée par la crainte de l'impérialisme athénien chez les alliés de Sparte. Ce conflit met fin à la pentécontaétie et s'étend de 431 à 404 en trois périodes généralement admises : la période archidamique de 431 à 421, la guerre indirecte de 421 à 413, et la guerre de Décélie et d'Ionie, de 413 à 404. (Wikipédia)	
40	246186			Guerre Iran-Irak																																			Guerre qui a opposé l'Iran à l'Irak entre le 22 septembre 1980, date de l'invasion irakienne de l'Iran, et le 20 août 1988 (Wikipédia).	
41	14944			Guerre lusitanienne																													guerra lusitana(es)	guerra lusitana(it)	Lusitaanse oorlog(nl)	Lusitanian War(en)	Lusitanischer Krieg(de)	حرب البرتغال(ar)	Guerre entre les légions de la République romaine et le peuple lusitanien, formé de tribus d'Hispanie ultérieure, qui a duré de -155 à -139. (Wikipédia)	
42	14939			Guerres cantabres						Guerres cantabriques																							Cantabrian War(en)	Cantabrische oorlog(nl)	guerra cantabrica(it)	guerra cantábrica(es)	Kantabrischer Krieg(de)	حرب الكانتابري(ar)	Les guerres cantabres (29-19 av. J.-C.) se sont déroulées pendant la conquête de la Cantabrie par les Romains. Menées par Auguste et Marcus Vipsanius Agrippa, elles s'achevèrent par la soumission des peuples des Cantabres et des Astures et la conquête complète de l'Hispanie. (Wikipédia)	
43	14954			Guerres daciques																													Dacian Wars(en)	Dacische oorlogen(nl)	Dakerkriege(de)	guerras dacias(es)	guerre daciche(it)	حرب الداتشيين(ar)		
44	177584				Guerre dacique de Domitien																												Campagne daciche di Domiziano(it)	Domitian's Dacian War(en)	Guerra dacia de Domiciano(es)				Guerre qui oppose l'Empire romain sous Domitien aux Daces en Mésie romaine et en Dacie et dans les années 85 à 89. (Wikipédia)	
45	177586				Guerres daciques de Trajan																												Trajan's Dacian Wars(en)						Campagnes militaires de l'empereur romain Trajan contre le royaume dace de Décébale en 101-102 et 105-106. Elles aboutissent, en l'an 106, à l'annexion du royaume dace et à la création d'une nouvelle province, la Dacie romaine.(Wikipédia)	
46	14955			Guerres médiques						guerre médique																							Greco-Persian Wars(en)	guerras médicas(es)	Guerre persiane(it)	Mederkriege(de)	Medische oorlogen(nl)	الحروب الميدية(ar)	Guerres qui opposent les Grecs aux Perses de l'Empire achéménide au début du Ve siècle av. J.-C. Elles sont déclenchées par la révolte des cités grecques asiatiques contre la domination perse, l'intervention d'Athènes en leur faveur entraînant des représailles. Les deux expéditions militaires des souverains achéménides Darius Ier et Xerxès Ier constituent les principaux épisodes militaires de ce conflit ; elles se concluent par la victoire spectaculaire des cités grecques européennes conduites par Athènes et Sparte.  Les guerres médiques marquent traditionnellement le passage de l'époque archaïque à l'époque classique.(Wikipédia)	
47	177592				Première guerre médique																												Prima guerra persiana(it)							
48	177596					Bataille de Marathon																											Batalla de Maratón(es)	Battaglia di Maratona(it)	Battle of Marathon(en)	Schlacht bei Marathon(de)				
49	177594				Seconde guerre médique																												Seconda guerra persiana(it)							
50	177598					Bataille des Thermopyles																											Batalla de las Termópilas(es)	Battaglia delle Termopili(it)	Battle of Thermopylae(en)	Schlacht bei den Thermopylen(de)	Slag bij Thermopylae(nl)			
51	14956			Guerres puniques						guerre punique																							guerras púnicas(es)	guerre puniche(it)	Punic Wars(en)	Punische Kriege(de)	Punische oorlogen(nl)	الحروب القرطاجية(ar)	Les trois guerres puniques opposèrent durant près d’un siècle la Rome antique et la civilisation carthaginoise ou civilisation punique et les Numides. La cause initiale des guerres puniques fut le heurt des deux empires en Sicile, qui était en partie contrôlée par les Carthaginois. Au début de la Première Guerre punique, Carthage avait formé un vaste empire maritime et dominait la mer Méditerranée, alors que Rome avait conquis l'Italie péninsulaire. À la fin de la Troisième Guerre punique, après plus de cent ans de conflit et la mort de centaines de milliers de soldats et de civils des deux côtés, Rome parvint à conquérir les territoires carthaginois et à détruire Carthage, devenant ainsi la plus grande puissance de la Méditerranée occidentale. Simultanément, après les guerres de Macédoine et la défaite de la monarchie des Séleucides, Rome étendit aussi sa domination vers la Méditerranée orientale.(Wikipédia)	
52	14949				Deuxième guerre punique																												guerra punica 2(it)	guerra púnica 2(es)	Punic War 2(en)	tweede Punische oorlog(nl)	Zweiter Punischer Krieg(de)	حرب قرطاجة 2(ar)	La Deuxième Guerre punique, de 218 à 201 av. J.-C., eut pour sommet la campagne d’Italie. Le prétexte de la guerre fut le siège de Sagonte par les Carthaginois, qui selon le traité de 241 av. J.-C. ne pouvaient occuper que les territoires situés au sud de l’Èbre. Le général carthaginois Hannibal Barca traversa les Alpes avec des éléphants de guerre, mais renonça à assiéger Rome. (Wikipédia)	
53	177588				Première guerre punique																																		La Première Guerre punique, de 264 à 241 av. J.-C., fut un conflit naval et terrestre en Sicile et en Afrique, trouvant son origine dans les luttes d’influence en Sicile.(Wikipédia)	
54	177590				Troisième guerre punique																																		La Troisième Guerre punique consista en une courte campagne destinée à amener les troupes romaines à pied d’œuvre pour le siège de Carthage, qui dura trois ans (de 149 à 146 av. J.-C.). (Wikipédia)	
55	14947			Guerres romano-parthes						Guerres parthiques																							guerra dei Parti(it)	guerre parta(es)	Partherkriege(de)	Parthian War(en)	Parthische oorlog(nl)	الحرب البارثية(ar)	Les guerres romano-parthes (66 av. J.-C. - 217 ap. J.-C.) sont une suite de guerres entre l'Empire parthe et l'Empire romain. (Wikipédia)	
56	35171			Première Guerre mondiale																													Eerste Wereldoorlog(nl)	Erster Weltkrieg(de)	Prima guerra mondiale(it)	Primera Guerra Mundial(es)	World War I(en)	الحرب العالمية الأولى(ar)	1914-1918	
57	35172			Seconde Guerre mondiale																													Seconda guerra mondiale(it)	Segunda Guerra Mundial(es)	Tweede Wereldoorlog(nl)	World War II(en)	Zweiter Weltkrieg(de)	الحرب العالمية الثانية(ar)	1939-1945	
58	177670		Pax romana																														Pax romana(de)	Pax romana(en)	Pax romana(es)	Pax romana(it)	Pax romana(nl)		Terme désignant la longue période de paix imposée par l'Empire romain aux régions contrôlées. Elle est généralement considérée comme ayant duré de -29, quand l'empereur Auguste déclara la fin des grandes guerres civiles du Ier siècle, jusqu'en 180 à l'annonce de la mort de l'empereur Marc Aurèle. (d'après Wikipédia)	
59	177835		Printemps arabe														Monde arabe	XXIe siècle															Arabischer Frühling(de)	Arab Spring(en)	primavera araba(it)	Primavera árabe(es)	revoluties in de Arabische wereld(nl)	الربيع العربي(ar)		
60	35808		Reconquista																														reconquista(nl)	معارك الاسترداد(ar)					Reconquête des royaumes musulmans de la Péninsule Ibérique par les souverains chrétiens. De 718 au 2/1/1492.	
61	177637		Réforme														réformisme																							
62	3250		Règne d'Alexandre														Alexandre	IVe siècle av. J.-C.															bewind van Alexander(nl)	regno di Alessandro(it)	reign of Alexander(en)	reino de Alejandro(es)	Zeit Alexanders(de)	عهد إسكندر(ar)	336-323 av. J.C.	
63	18489		Révolution française																														Franse Revolutie(nl)	Französische Revolution(de)	French Revolution(en)	Revolución francesa(es)	Rivoluzione francese(it)	الثورة الفرنسية(ar)		
64	177606	périodisation																															periodisering(nl)	Periodisierung(de)	periodización(es)	periodization(en)	periodizzazione(it)		Manière de catégoriser le passé par  époque  ou  période  pour faciliter l'étude de l'histoire. Elle résulte en une terminologie schématique mais commode et aux caractéristiques relativement stables. Néanmoins, les dates extrêmes de chaque période sont arbitraires et ont changé au cours du temps. (ES d'après Wikipédia en anglais)	Terme de regroupement : ne pas utiliser
65	2978		Antiquité																														Antichità(it)	Antigüedad(es)	Antike(de)	Antiquity(en)	Oudheid(nl)	تاريخ قديم(ar)		
66	151154			Antiquité de l'Inde et de l'Asie centrale													Dynastie Maurya																Indian and Central Asian antiquity(en)							
67	22515				époque de la civilisation de l'Indus												Harappéen	Harappa															civilización de Indus(es)	Indus beschaving(nl)	Indus civilisation(en)	Indus civiltà(it)	Indus-Kultur(de)	حضارة وادي السند(ar)	La civilisation de la vallée de l'Indus s'est développée dans le Pakistan et le nord-ouest de l'Inde. Appelée aussi civilisation harappéenne, d'après le site de Harappa, elle considérée comme une des plus grandes civilisation de l'Antiquité et date du IIIe et IIe millénaires Leroi-Gourhan 1994, 537-538).	Fusionné avec Harappéen.
68	150340				époque de la civilisation de l'Oxus					BMAC	complexe archéologique bactro-margien																						Bactria and Margiana archaeological complex(en)	complesso archeologico battriano-margiano(it)	cultura del río Oxus(es)	Oasenkultur(de)	Oxuscultuur(nl)	ثقافة أوكسوس(ar)	Civilisation interculturelle qui s'est épanouie entre la Bactriane et la Margiane (Turkménistan, Ouzbékistan et Afghanistan actuels) entre la fin du IIIe et le début du IIe millénaire av. J.-C. (c. 2300-1700). Cette civilisation qui caractérise l'Asie centrale à l'époque du Bronze ancien a principalement été identifiée par des archéologues soviétiques à partir de fouilles ayant débuté dans les années 1950. Elle présente une grande homogénéité d'un site à l'autre. (Wikipédia)	
69	155943			Antiquité égypto-nubienne																													Ancient Egypta and Nubia(en)							
70	3052				Antiquité égyptienne																												Altes Ägypten(de)	Ancient Egypt(en)	Antico Egitto(it)	Egipto antiguo(es)	Oude Egypte(nl)	مصر القديمة(ar)	8000 av. J.-C.-30 ap. J.-C. : du Prédynastique ancien à la mort de Cléopâtre.	
71	3053					Égypte gréco-romaine											Antiquité gréco-romaine	Antiquité romaine															Egipto greco-romano(es)	Egitto greco-romano(it)	Greco-Roman Egypt(en)	Griechisch-Römische Zeit(de)	Grieks-Romeins Egypte(nl)	مصر اليونانية الرومانية(ar)	332 av. J.-C.-396 ap. J.-C. ; de la victoire des armées d’Alexandre le Grand à la mort de Théodose 1er.	
72	155842						Égypte byzantine																										Byzantine Egypt(en)						395 ap. J.-C.-639/645 ; de la mort de Théodose 1er à la conquête arabe.	
73	177582						Égypte hellénistique										époque hellénistique																Macedonian and Ptolemaic Egypt(en)							
74	155843						Égypte romaine																										Roman Egypt(en)						30 av. J.-C.-395 ap. J.-C. ; de la mort de Cléopâtre à la mort de Théodose 1er.	
75	3285					époque pharaonique				Egypte pharaonique																							Dynastic Period(en)	Dynastische Zeit(de)	età faraonica(it)	faraonische periode(nl)	período faraónico(es)	الفترة الفرعونية(ar)	Bibliographie : L'Égypte des pharaons : de Narmer à Dioclétien / Damien Agut, Juan Carlos Moreno Garcia	
76	2977						Ancien empire égyptien			Ancien Empire																							Altes Reich(de)	Antico regno(it)	Imperio Antiguo(es)	Old Kingdom(en)	Oude Rijk(nl)	إمبراطورية القديمة(ar)	Période de l'histoire de l’Égypte antique qui couvre une large partie du IIIe millénaire, d'environ 2700 à 2200 av. notre ère. Succédant à la période thinite qui a vu l'apparition de l’État en Égypte, elle comprend les IIIe, IVe, Ve et VIe dynasties, puis s'achève par une période de fragmentation politique, la Première période intermédiaire. (Wikipédia)	
77	3037							IIIe dynastie égyptienne		3e dynastie	Dynastie 3						Souverains de la IIIe dynastie égyptienne	Djoser															3de Dynastie(nl)	3. Dynastie(de)	Dinastia III(it)	Dinastía III(es)	Dynasty III(en)	الأسرة 3(ar)	Environ 2700-2620 av. J.-C.	
78	3040							IVe dynastie égyptienne		4e dynastie	Dynastie 4						Souverains de la IVe dynastie égyptienne	Mykerinos	Shepseskaf	Snéfrou	Chéops	Chéphren	Djedefrê										4de Dynastie(nl)	4. Dynastie(de)	Dinastia IV(it)	Dinastía IV(es)	Dynasty IV(en)	الأسرة 4(ar)	2613-2494 av. J.-C. (L'Égypte des pharaons : de Narmer à Dioclétien / Damien Agut, Juan Carlos Moreno Garcia)	
79	3041							Ve dynastie égyptienne		5e dynastie	Dynastie 5						Souverains de la Ve dynastie égyptienne	Neferefrê	Ounas	Ouserkaf													5de Dynastie(nl)	5. Dynastie(de)	Dinastia V(it)	Dinastía V(es)	Dynasty V(en)	الأسرة 5(ar)	2494-2435 av. J.-C. (L'Égypte des pharaons : de Narmer à Dioclétien / Damien Agut, Juan Carlos Moreno Garcia)	
80	3042							VIe dynastie égyptienne		6e dynastie	Dynastie 6						Souverains de la VIe dynastie égyptienne	Pepi Ier	Pepi II	Teti													6de Dynastie(nl)	6. Dynastie(de)	Dinastia VI(it)	Dinastía VI(es)	Dynasty VI(en)	الأسرة 6(ar)	2345-2181 av. J.-C. (L'Égypte des pharaons : de Narmer à Dioclétien / Damien Agut, Juan Carlos Moreno Garcia)	
81	2990						Basse époque égyptienne																										Baja época(es)	Epoca bassa(it)	Late Period(en)	Late Periode(nl)	Spätzeit(de)	الفترة المتأخرة(ar)	Période de l'histoire de l'Égypte antique allant des environs de -750 à -332. Elle débute par la réunification du pays par un roi d'origine koushite, Piânkhy et se termine par la conquête de l'Égypte par Alexandre le Grand. On y trouve les six dernières dynasties décrites par Manéthon, qui est lui-même un contemporain des premiers Ptolémées. (Wikipédia)	
82	3036							XXIXe dynastie égyptienne		29e dynastie							Souverains de la XXIXe dynastie égyptienne																29. Dynastie(de)	29ste Dynastie(nl)	Dinastia XXIX(it)	Dinastía XXIX(es)	Dynasty XXIX(en)	الأسرة 29(ar)	399-380 av. J.-C. (L'Égypte des pharaons : de Narmer à Dioclétien / Damien Agut, Juan Carlos Moreno Garcia)	
83	3031							XXVe dynastie égyptienne		25e dynastie	Dynastie 25	Dynastie kouchite	période saïte				Souverains de la XXVe dynastie égyptienne	Chabaka															25. Dynastie(de)	25ste Dynastie(nl)	Dinastia XXV(it)	Dinastía XXV(es)	Dynasty XXV(en)	الاسرة 25(ar)	760-653 av. J.-C. (L'Égypte des pharaons : de Narmer à Dioclétien / Damien Agut, Juan Carlos Moreno Garcia)	
84	3033							XXVIe dynastie égyptienne		26e dynastie							Ahmôsis II	Souverains de la XXVIe dynastie égyptienne	Néchao II	Psammétique Ier	Psammétique II	Psammétique III	Apries										26. Dynastie(de)	26ste Dynastie(nl)	Dinastia XXVI(it)	Dinastía XXVI(es)	Dynasty XXVI(en)	الأسرة 26(ar)	664-525 av. J.-C. (L'Égypte des pharaons : de Narmer à Dioclétien / Damien Agut, Juan Carlos Moreno Garcia)	
85	2929							XXVIIe dynastie égyptienne		1ère domination perse	27e dynastie	Dynastie 27	Première domination perse	Première dynastie achéménide			Souverains de la XXVIIe dynastie égyptienne	Smerdis	Xerxès 2	Achéménides	Empire achéménide	Artaxerxès 1	Artaxerxès 2	Cambyse 2	Darius 1	Darius 2 Okhos							1era dominación persa(es)	1. Perserherrschaft(de)	1st Persian domination(en)	eerste Perzische overheersing(nl)	I dominazione persiana(it)	الهيمنة الفارسية الأولى(ar)	526-405 av. J.-C. (L'Égypte des pharaons : de Narmer à Dioclétien / Damien Agut, Juan Carlos Moreno Garcia)	
86	3035							XXVIIIe dynastie égyptienne		28e dynastie							Souverains de la XXVIIIe dynastie égyptienne	Amyrtée															28. Dynastie(de)	28ste Dynastie(nl)	Dinastia XXVIII(it)	Dinastía XXVIII(es)	Dynasty XXVIII(en)	الأسرة 28(ar)	405-399 av. J.-C. (L'Égypte des pharaons : de Narmer à Dioclétien / Damien Agut, Juan Carlos Moreno Garcia)	
87	3039							XXXe dynastie égyptienne		30e dynastie							Souverains de la XXXe dynastie égyptienne	Nectanébo Ier	Nectanébo II														30. Dynastie(de)	30ste Dynastie(nl)	Dinastia XXX(it)	Dinastía XXX(es)	Dynasty XXX(en)	الأسرة 30(ar)	380-342 av. J.-C. (L'Égypte des pharaons : de Narmer à Dioclétien / Damien Agut, Juan Carlos Moreno Garcia)	
88	2945							XXXIe dynastie égyptienne		2e domination perse	31e dynastie	Deuxième domination perse	Deuxième dynastie achéménide	Dynastie 31			Achéménides	Empire achéménide	Arsès	Artaxerxès 3	Darius 3 Codoman												2da dominación persa(es)	2nd Persian domination(en)	2. Perserherrschaft(de)	II dominazione persiana(it)	tweede Perziche overheersing(nl)	الهيمنة الفارسية الثانية(ar)		
89	2947						Deuxième période intermédiaire égyptienne			2e ép intermédiaire	2e période intermédiaire																						2do período intermedio(es)	2. Zwischenzeit(de)	II periodo intermedio(it)	Second Intermediate Period(en)	Tweede Tussenperiode(nl)	 الفترة الانتقالية الثانية(ar)	Caractérisée par une phase d'instabilité dans l'histoire de l'Égypte antique, cette période se situe entre le Moyen Empire et le Nouvel Empire de 1650 à 1550 av. J.-C. (Wikipédia)	
90	3018							XIIIe dynastie égyptienne		13e dynastie	Dynastie 13						Souverains de la XIIIe dynastie égyptienne																13de Dynastie(nl)	13. Dynastie(de)	Dinastia XIII(it)	Dinastía XIII(es)	Dynasty XIII(en)	الأسرة 13(ar)	1781 av. J.-C.-après 1640 av. J.-C. (L'Égypte des pharaons : de Narmer à Dioclétien / Damien Agut, Juan Carlos Moreno Garcia)	
91	3019							XIVe dynastie égyptienne		14e dynastie	Dynastie 14						Souverains de la XIVe dynastie égyptienne																14de Dynastie(nl)	14. Dynastie(de)	Dinastia XIV(it)	Dinastía XIV(es)	Dynasty XIV(en)	الأسرة 14(ar)	Vers 1650-1630 av. J.-C.	
92	3020							XVe dynastie égyptienne		15e dynastie	Domination Hyksôs	Dynastie 15					Souverains de la XVe dynastie égyptienne																15de Dynastie(nl)	15. Dynastie(de)	Dinastia XV(it)	Dinastía XV(es)	Dynasty XV(en)	الاسرة 15(ar)	Première dynastie dirigée par les Hyksôs. Elle couvrirait la période de 1663 à 1550  av. J.-C. ou 1650 à 1530  av. J.-C. ou encore 1624 à -1514  av. J.-C. selon les auteurs.	
93	3021							XVIe dynastie égyptienne		16e dynastie	Dynastie 16						Souverains de la XVIe dynastie égyptienne																16de Dynastie(nl)	16. Dynastie(de)	Dinastia XVI(it)	Dinastía XVI(es)	Dynasty XVI(en)	الاسرة 16(ar)	Dynastie mineure de vers 1650 ou 1620 à 1540 av. J.-C.	
94	3022							XVIIe dynastie égyptienne		17e dynastie	Dynastie 17						Kamosis	Souverains de la XVIIe dynastie égyptienne															17de Dynastie(nl)	17. Dynastie(de)	Dinastia XVII(it)	Dinastía XVII(es)	Dynasty XVII(en)	الاسرة 17(ar)	1640-1550  av. J.-C. (L'Égypte des pharaons : de Narmer à Dioclétien / Damien Agut, Juan Carlos Moreno Garcia)	
95	3299						époque thinite			Egypte protodynastique	époque archaïque de l'Egypte	Période thinite																					periodo thinita(it)	período thinita(es)	Thinite Dynasties(en)	Thiniten-Zeit(de)	vroeg-dynastieke periode(nl)	 العصر الثِّيني(ar)	Période couverte par les deux premières dynasties, ainsi désignée parce que Manéthon leur assigne Thinis, près d'Abydos en Haute-Égypte, comme lieu d’origine. Cette période s'ouvre aux alentours de -3000 et se termine vers -2700. (Wikipédia)	
